gene,Stem cell,TA,Enterocytes [early],Enterocytes [interm],Enterocytes [mature],Paneth,Goblet,Enteroendocrine,Tuft,CD4,CD8,gdT,ILC3,Plasma,cDC,Macrophages,MastCell,Capillary endothel,Lymphatic endothel,Arterial endothel,Venous endothel,Fibroblasts,Pericytes,Neuronal
AC026150.3,2.51E-07,6.11E-07,6.34E-07,3.50E-07,3.08E-07,0,7.05E-07,0,7.63E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026191.1,9.80E-07,1.07E-07,4.35E-08,2.41E-07,2.52E-07,3.19E-06,5.16E-07,0,2.06E-06,0,5.83E-07,0,0,0,0,0,0,0,0,0,0,0,5.24E-07,0
AC026202.2,0,1.43E-07,1.00E-07,4.94E-08,0,0,3.53E-07,0,0,0,0,3.30E-07,0,1.26E-05,0,0,0,0,6.22E-06,0,0,0,0,0
AC026304.1,1.61E-06,3.01E-06,1.75E-06,1.24E-06,1.17E-06,6.15E-06,1.38E-06,1.91E-06,1.89E-06,0,1.07E-06,6.50E-06,0,0,0,0,2.63E-05,0,4.48E-07,0,8.25E-07,0,6.01E-07,0
AC026333.4,2.10E-07,1.74E-06,4.31E-08,1.10E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026341.2,0,0,6.37E-08,0,1.07E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026356.1,4.87E-08,2.84E-07,5.72E-08,1.28E-07,1.46E-07,0,0,4.81E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026356.2,5.69E-07,5.43E-07,5.24E-07,3.78E-07,3.72E-07,0,9.12E-07,5.03E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026367.1,2.69E-07,0,2.62E-07,6.44E-07,5.59E-08,0,5.27E-07,0,7.20E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026367.2,1.90E-07,2.88E-07,3.72E-07,2.95E-07,0,0,2.23E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026367.3,1.60E-07,1.52E-07,4.31E-07,1.41E-07,9.74E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.46E-06,0,0
AC026368.1,0,0,6.04E-08,6.59E-08,0,0,1.12E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026401.2,4.45E-08,3.06E-07,0,4.63E-08,9.49E-08,0,0,0,1.15E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026401.3,2.31E-06,3.05E-06,2.00E-06,7.35E-07,3.85E-07,0,5.05E-06,3.52E-06,0,0,1.15E-06,4.71E-07,0,0,0,8.12E-07,0,7.88E-05,6.84E-07,6.42E-06,5.33E-06,0,0,0
AC026402.2,2.51E-07,0,0,0,0,1.85E-06,0,0,3.29E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026412.3,0,0,7.99E-08,4.36E-08,1.02E-07,0,0,0,0,0,0,0,0,9.21E-07,0,0,0,0,0,0,0,0,0,0
AC026462.3,7.35E-07,2.79E-07,1.09E-06,3.99E-06,5.84E-06,0,2.05E-07,4.81E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026471.1,2.87E-06,3.43E-06,3.01E-06,3.29E-06,2.99E-06,8.84E-07,2.55E-06,3.04E-06,9.51E-06,0,2.10E-06,9.42E-07,3.38E-05,0,0,0,0,0,5.81E-07,9.42E-06,1.23E-06,0,4.19E-06,0
AC026471.2,9.37E-07,3.78E-07,3.79E-07,4.63E-07,2.97E-07,0,1.87E-06,0,0,0,0,6.25E-07,0,0,0,0,0,0,2.95E-06,0,0,2.18E-06,1.80E-06,0
AC026471.3,2.26E-06,3.26E-06,1.44E-06,5.81E-07,1.24E-06,0,0,1.62E-06,8.63E-07,0,0,0,0,0,0,6.39E-07,0,0,0,0,0,0,0,0
AC026471.4,3.86E-06,2.49E-06,3.60E-06,2.34E-06,1.31E-06,1.47E-06,1.73E-06,4.10E-06,7.71E-06,0,0,0,0,0,0,0,0,0,2.13E-06,0,6.38E-06,0,0,0
AC026471.5,7.64E-07,0,2.93E-07,7.94E-07,8.54E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026474.1,0,1.21E-07,0,1.33E-07,1.06E-07,0,1.12E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026624.1,8.35E-08,0,5.60E-08,1.35E-07,1.37E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026689.1,2.94E-07,0,0,5.69E-08,1.52E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026691.1,1.78E-07,0,7.56E-08,8.55E-08,0,0,3.00E-07,0,1.20E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026704.1,3.35E-07,0,4.59E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026726.1,0,0,3.40E-07,1.10E-07,1.91E-07,0,6.39E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026740.1,5.87E-07,2.63E-07,8.80E-07,6.57E-08,0,2.20E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026740.3,0,0,8.88E-08,2.24E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026741.1,1.56E-07,2.08E-07,3.88E-07,5.68E-08,1.22E-07,1.50E-06,0,1.21E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026748.3,1.10E-06,2.46E-06,5.58E-07,7.29E-07,2.37E-07,0,8.91E-07,1.21E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026765.3,9.49E-08,1.50E-07,2.74E-07,4.94E-08,1.47E-07,0,0,0,1.85E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026785.2,1.47E-07,1.16E-07,5.22E-08,1.35E-07,0,0,0,0,0,0,3.90E-07,0,0,0,0,0,0,0,0,0,3.05E-06,0,4.61E-07,0
AC026801.2,1.46E-06,5.09E-07,3.84E-07,4.89E-07,6.39E-07,0,4.19E-06,0,1.95E-06,0,9.69E-07,0,0,0,0,0,0,0,0,0,1.24E-06,0,0,0
AC026803.1,0,0,0,6.75E-08,3.21E-07,0,0,0,8.43E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026803.3,1.32E-06,0,1.08E-06,3.76E-06,4.31E-06,0,0,3.49E-06,1.31E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026894.1,2.29E-07,0,0,1.59E-07,6.90E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026979.2,1.61E-06,3.78E-06,1.60E-06,3.64E-06,2.48E-06,1.10E-06,1.52E-06,2.46E-06,1.60E-06,0,3.04E-05,3.33E-05,0.000177202,9.21E-07,4.73E-06,1.20E-05,0,0,1.52E-06,2.11E-05,4.18E-06,1.57E-05,5.33E-06,0
AC026979.3,1.82E-07,4.03E-07,5.24E-07,4.84E-07,8.97E-07,0,7.40E-07,1.07E-06,0,0,0,0,0,0,0,0,0,0,0,0,5.27E-06,0,0,0
AC026979.4,1.40E-06,4.51E-07,1.44E-06,2.39E-06,1.72E-06,0,1.77E-06,6.39E-07,3.27E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC026992.2,0,0,0,1.41E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027018.1,0,0,0,0,9.80E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027020.2,1.78E-06,1.62E-06,2.23E-06,1.77E-06,2.47E-07,9.93E-07,8.61E-07,2.60E-06,1.60E-06,0,1.31E-06,1.07E-06,0,0,0,0,0,0,0,0,0,0,0,0
AC027031.2,4.05E-07,0,7.96E-07,7.68E-08,0,0,2.15E-06,3.21E-06,3.37E-06,0,4.98E-07,0,0,3.10E-06,0,8.55E-07,3.78E-05,0,2.66E-06,0,2.67E-06,2.56E-06,1.99E-06,0
AC027097.1,2.50E-06,2.56E-06,2.10E-06,1.40E-06,1.09E-06,0,2.71E-06,1.07E-05,5.89E-06,0,8.49E-06,1.15E-05,0,0,0,5.45E-06,0,0,5.59E-07,0,3.54E-06,0,4.83E-06,0
AC027097.2,1.48E-06,5.91E-07,7.45E-07,1.96E-06,1.81E-06,0,1.02E-06,2.75E-06,1.55E-06,0,0,8.89E-07,0,0,0,0,0,0,0,0,0,0,0,0
AC027117.1,6.74E-07,4.56E-07,6.17E-07,8.39E-07,4.46E-07,3.06E-06,1.05E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027117.2,6.63E-07,6.24E-07,7.01E-07,8.10E-08,2.02E-07,0,4.12E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.18E-06,1.36E-06,0
AC027237.2,0,1.08E-07,2.57E-07,0,2.90E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027237.3,0,0,0,0,6.13E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.71E-06,6.13E-07,0
AC027271.1,5.21E-07,1.68E-07,5.73E-07,1.35E-07,2.09E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.99E-07,0
AC027277.1,5.72E-07,9.67E-07,6.04E-07,2.13E-07,0,4.27E-06,5.00E-06,0,0,0,0,0,0,0,0,0,0,0,2.28E-06,0,0,0,1.16E-06,0
AC027279.1,1.14E-06,2.36E-06,1.94E-06,2.47E-06,1.56E-06,6.98E-06,2.10E-06,4.99E-06,2.73E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027288.3,0,0,1.39E-07,5.41E-08,0,0,1.96E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027290.1,2.96E-07,0,4.88E-08,9.08E-08,0,0,0,0,0,0,4.62E-07,3.34E-06,0,0,0,0,0,0,0,0,3.27E-06,0,2.19E-06,0
AC027307.1,1.17E-07,0,9.17E-07,1.31E-07,9.68E-08,0,7.36E-07,1.78E-06,7.78E-07,0,4.59E-07,0,0,0,0,0,0,0,0,0,0,0,8.94E-07,0
AC027307.2,3.26E-06,3.90E-06,4.79E-06,3.60E-06,3.93E-06,5.06E-06,6.98E-06,1.21E-06,0,0,0,0,0,0,0,2.67E-06,0,0,3.87E-06,0,8.76E-07,5.62E-06,2.39E-06,0
AC027307.3,6.76E-07,4.40E-07,4.88E-07,4.34E-07,3.69E-07,1.95E-06,1.70E-06,0,0,0,4.87E-07,0,0,0,0,0,0,0,0,0,9.69E-07,0,0,0
AC027319.1,2.62E-07,3.10E-07,1.05E-07,1.06E-06,5.88E-07,0,3.70E-07,0,7.20E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027373.1,3.49E-07,0,2.74E-07,5.69E-07,2.81E-07,0,1.64E-07,2.20E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027449.1,1.17E-06,3.83E-07,5.57E-07,4.44E-07,7.74E-07,0,2.10E-07,0,0,0,6.18E-07,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027514.1,0,1.13E-07,3.18E-07,7.25E-07,6.90E-07,1.20E-06,1.40E-06,0,3.95E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027544.2,0,1.54E-07,0,1.35E-07,2.24E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027575.2,3.28E-07,2.73E-06,1.06E-06,2.36E-07,6.07E-08,0,5.16E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027601.1,2.60E-07,1.37E-07,6.89E-07,2.24E-06,2.10E-06,0,4.14E-07,1.87E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.47E-07,0
AC027601.3,7.84E-07,9.87E-07,0,0,0,0,7.71E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027601.4,1.20E-07,1.08E-07,1.43E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027601.6,1.93E-06,3.53E-06,2.06E-06,3.51E-06,2.72E-06,3.12E-06,3.11E-06,4.57E-06,5.95E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027607.1,7.41E-08,0,0,2.23E-07,3.53E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027644.3,9.00E-06,5.37E-06,7.22E-06,5.46E-06,5.52E-06,6.47E-06,8.19E-06,7.77E-06,2.47E-05,0,5.52E-06,7.16E-06,0,0,0,0,0,0,5.58E-06,1.40E-05,2.15E-06,1.32E-05,9.28E-07,0
AC027682.1,8.83E-08,0,0,9.87E-08,0,0,0,0,1.20E-06,6.17E-05,1.76E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027682.4,1.36E-07,6.50E-07,8.89E-08,2.23E-07,5.78E-08,0,0,0,0,0,0,1.27E-06,0,0,0,0,0,0,8.28E-06,0,0,0,0,0
AC027702.1,5.45E-07,0,6.84E-08,4.55E-08,1.10E-07,0,1.41E-06,0,0,0,1.11E-06,0,0,0,0,0,1.30E-05,0,0,3.81E-06,0,0,4.69E-07,0
AC027796.1,7.05E-07,8.42E-07,1.14E-06,1.93E-06,1.98E-06,0,8.32E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027796.4,1.89E-07,0,7.55E-08,2.70E-07,1.00E-07,6.33E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC027796.5,0,0,6.77E-08,8.35E-08,1.10E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC032011.1,2.00E-07,4.65E-07,3.45E-07,9.07E-07,2.78E-06,0,0,1.11E-06,1.81E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC032044.1,5.76E-08,0,6.24E-08,1.89E-07,4.63E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC034102.4,0,1.15E-07,6.51E-08,7.34E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC034111.1,5.69E-07,0,5.26E-07,1.14E-06,8.09E-07,1.27E-06,1.77E-07,0,2.48E-06,0,0,0,0,0,0,0,0,0,1.30E-06,0,0,0,0,0
AC034111.2,0,0,1.60E-07,7.36E-08,7.54E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC034187.1,0,0,0,1.19E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC034193.1,0,1.46E-07,1.27E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC034198.2,8.09E-08,1.93E-07,1.58E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.22E-06,0,0,0,0
AC034229.1,9.35E-08,0,0,5.33E-08,2.07E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC034229.4,2.35E-07,0,0,9.21E-08,0,0,0,0,6.00E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC034231.1,4.63E-07,7.32E-07,4.65E-07,1.63E-07,3.19E-07,2.83E-06,6.04E-07,0,0,0,0,0,0,0,0,0,0,0,0,3.58E-07,3.57E-06,0,0,0
AC034236.2,2.39E-06,1.32E-06,1.45E-06,1.99E-06,5.92E-07,1.04E-06,1.18E-06,6.50E-06,5.80E-06,0,3.75E-06,3.40E-06,0,0,0,0,2.34E-05,0,1.96E-06,6.04E-07,0,4.03E-06,2.43E-06,0
AC034236.3,1.44E-07,0,0,6.35E-08,0,0,1.64E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC034243.1,1.96E-06,1.33E-07,1.03E-06,1.53E-06,1.87E-06,3.02E-06,1.76E-06,6.91E-06,0,0,1.44E-06,0,0,0,0,0,0,0,0,0,0,0,0,0
AC036108.2,9.03E-08,0,2.59E-07,3.60E-07,9.01E-08,0,0,1.86E-06,0,0,0,0,0,0,0,0,0,0,1.59E-06,0,0,6.21E-06,6.34E-07,0
AC036108.3,0,0,0,1.80E-07,6.27E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,9.45E-07,0,3.05E-06,1.50E-06,0,0
AC036176.1,5.06E-06,1.84E-06,1.33E-06,9.28E-07,3.06E-06,9.32E-06,3.12E-06,4.65E-06,1.63E-06,0,2.48E-06,4.93E-06,0,7.44E-06,0,2.29E-06,0,0,1.42E-05,1.25E-06,1.84E-06,2.22E-06,3.49E-06,0
AC036176.3,1.53E-07,1.50E-06,2.11E-07,5.03E-07,2.20E-07,0,4.73E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC036214.2,1.54E-07,1.25E-06,4.52E-07,6.69E-07,8.36E-07,0,3.68E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC037459.2,8.90E-07,9.25E-07,4.25E-07,1.58E-06,2.02E-06,1.04E-06,2.77E-06,2.40E-06,7.88E-06,0,0,0,0,0,0,0,0,0,1.44E-06,0,0,0,0,0.000174967
AC037459.3,9.72E-07,0,0,0,0,4.00E-06,1.50E-06,0,6.14E-06,0,0,0,0,0,0,8.55E-07,0,0,0,7.89E-06,2.70E-06,0,0,0
AC037487.1,0,0,1.62E-07,6.89E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC037487.2,7.86E-08,0,3.61E-07,0,5.13E-07,0,0,0,0,0,0,0,0,9.00E-06,0,0,0,0,0,0,0,0,0,0
AC040162.1,6.38E-07,2.00E-06,2.00E-06,3.21E-07,2.24E-07,0,1.98E-06,0,3.37E-06,0,0,3.94E-06,0,0,0,9.88E-06,0,0,0,2.92E-06,2.87E-06,2.09E-06,1.43E-06,0
AC040169.1,2.62E-06,3.01E-06,3.88E-06,1.26E-06,4.71E-07,6.33E-07,5.05E-06,8.26E-06,7.22E-06,0,2.02E-06,3.88E-06,0,6.94E-06,0,2.13E-06,0,0,4.87E-06,2.03E-06,3.55E-06,0,8.33E-06,0
AC040169.3,4.09E-08,0,0,0,2.75E-07,0,0,1.37E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC040173.1,9.98E-08,0,0,0,6.62E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC040174.1,2.55E-07,0,3.94E-08,7.97E-08,0,1.07E-06,3.90E-07,0,3.95E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC040174.2,5.24E-08,0,7.60E-08,0,8.71E-08,0,1.85E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC040896.1,3.55E-08,0,5.67E-08,1.25E-07,7.16E-08,0,9.75E-08,8.68E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC040904.1,1.19E-07,0,4.91E-07,6.20E-07,5.19E-07,0,1.50E-07,0,1.61E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC040934.1,7.10E-08,0,8.00E-08,8.25E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC040970.1,6.96E-07,1.96E-07,5.30E-07,3.36E-07,3.76E-07,0,1.30E-06,1.18E-06,7.19E-07,0,9.28E-07,0,6.14E-05,1.17E-05,0,8.55E-07,0,0,0,0,0,0,1.15E-06,0
AC040977.1,9.73E-07,1.30E-06,6.10E-07,2.36E-06,1.25E-06,4.27E-06,3.29E-06,0,8.63E-07,0,0,0,0,0,0,0,0,0,0,4.83E-06,0,0,0,0
AC044802.1,4.95E-08,0,9.56E-08,1.32E-07,1.96E-07,0,1.75E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC044802.2,7.45E-06,5.54E-06,5.54E-06,2.22E-06,2.43E-06,6.33E-07,4.39E-06,0,8.60E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC044810.2,0,0,5.00E-08,6.75E-08,7.95E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC044839.1,1.08E-07,0,2.36E-07,3.08E-07,3.29E-07,0,2.01E-07,1.21E-06,3.53E-06,0,2.32E-06,0,0,0,0,2.30E-06,0,0,1.13E-06,0,0,1.33E-06,0,0
AC044849.1,9.47E-07,1.93E-07,9.91E-07,4.60E-07,6.67E-07,1.17E-06,7.56E-07,2.58E-06,1.15E-06,0,2.49E-05,2.55E-05,0,0,0,0,3.61E-05,0,0,0,0,2.09E-06,6.10E-07,0
AC046129.1,9.32E-08,2.15E-07,1.83E-07,0,1.62E-07,0,2.10E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC046134.2,1.74E-06,6.86E-07,1.30E-06,1.74E-06,2.36E-06,2.62E-06,2.82E-06,8.29E-07,3.03E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC046143.1,5.64E-07,7.86E-07,7.66E-07,2.41E-07,1.23E-07,0,1.12E-06,0,8.60E-07,0,0,0,0,0,0,0,0,0,1.05E-05,0,0,0,1.87E-06,0
AC046143.2,4.59E-08,0,0,2.86E-07,4.96E-08,0,1.12E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC046158.1,0,0,9.70E-08,5.36E-08,9.72E-08,1.17E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC046195.1,1.36E-06,1.23E-06,5.67E-07,0,0,1.85E-06,7.84E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC048341.1,2.91E-06,4.29E-06,4.56E-06,4.59E-06,3.89E-06,7.41E-06,1.05E-05,6.33E-06,5.63E-05,0,6.34E-07,5.91E-07,0,0,0,0,0,0,3.86E-06,1.31E-05,4.61E-06,2.56E-06,8.55E-07,0
AC048341.2,1.12E-06,8.02E-07,8.66E-07,1.54E-06,1.15E-06,0,2.05E-06,8.68E-07,1.13E-05,0,7.79E-07,8.09E-07,0,0,0,0,0,0,1.96E-06,9.28E-07,0,0,0,0
AC048344.4,0,3.96E-07,8.51E-08,0,5.98E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC048382.1,0,0,1.20E-07,0,0,1.07E-06,2.71E-07,1.60E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC048382.5,1.36E-07,0,0,0,3.16E-07,0,1.14E-07,0,0,0,4.52E-06,5.62E-06,0,0,0,8.12E-07,0,0,2.26E-06,4.60E-06,0,0,9.80E-07,0
AC048382.6,0,0,5.52E-08,6.60E-07,6.74E-07,0,5.93E-07,4.48E-06,0,0,0,0,0,0,0,0,0,0,0,0,1.98E-06,0,0,0
AC051619.5,2.02E-07,0,1.75E-07,5.67E-07,3.21E-07,1.10E-06,2.01E-07,0,0,0,0,1.14E-06,0,0,0,0,0,0,0,0,0,0,4.69E-07,0
AC051619.6,0,1.45E-07,3.04E-07,1.84E-07,3.61E-07,0,0,1.11E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC051619.7,0,0,1.71E-07,3.42E-07,4.19E-07,0,0,0,1.17E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC051619.8,0,1.94E-07,4.28E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC053503.2,4.80E-07,6.08E-07,2.22E-07,4.19E-07,2.89E-07,0,8.46E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC053503.5,4.93E-07,5.02E-07,4.18E-07,4.97E-07,2.19E-07,0,3.00E-07,0,0,0,0,0,0,3.54E-06,0,0,0,0,0,0,0,0,0,0
AC053513.2,1.35E-07,0,3.54E-07,1.85E-07,1.91E-07,0,9.42E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC053527.2,4.95E-08,2.31E-07,0,2.39E-07,1.77E-07,1.20E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC053545.1,0,0,0,2.08E-07,1.76E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC055713.1,1.25E-06,1.07E-06,5.71E-07,2.75E-07,4.91E-07,0,1.17E-06,0,0,0,1.41E-06,0,0,6.11E-06,0,0,0,0,0,0,3.80E-06,0,0,0
AC055764.2,4.93E-08,0,1.30E-07,7.40E-08,6.69E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.32E-07,0
AC055811.3,7.49E-08,0,6.85E-08,6.20E-08,4.20E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC055822.1,0,1.36E-06,1.03E-07,2.31E-07,2.87E-07,1.07E-06,0,0,3.31E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16E-06,0
AC055855.1,0,0,3.66E-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC055876.5,1.75E-07,0,1.37E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC058791.1,7.15E-06,3.43E-06,4.88E-06,2.62E-06,4.73E-06,0,1.33E-06,0,1.77E-05,0,1.59E-05,3.37E-05,0,1.10E-05,0,1.14E-05,0,0,4.89E-06,0,3.58E-06,1.15E-05,7.25E-06,0
AC060780.1,1.19E-05,1.89E-05,1.13E-05,1.01E-05,9.39E-06,1.30E-05,1.01E-05,1.50E-05,1.74E-05,0,5.07E-06,6.90E-06,0,1.90E-06,0,1.64E-05,0,0,5.79E-06,2.49E-06,8.87E-06,0,3.41E-06,0
AC060814.3,7.16E-08,2.41E-07,2.90E-07,1.89E-06,3.78E-06,0,0,0,0,0,0,9.85E-07,0,0,0,0,0,0,0,0,0,0,0,0
AC061958.1,4.13E-08,1.21E-07,2.45E-07,1.52E-06,2.20E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC061961.1,3.13E-06,1.74E-06,2.77E-06,1.61E-06,1.37E-06,3.87E-06,2.63E-06,8.94E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC061992.1,2.62E-07,0,1.22E-07,0,0,0,0,0,0,0,3.87E-07,2.82E-06,0,0,0,0,0,0,0,2.30E-07,9.57E-07,0,0,0
AC061992.2,4.04E-08,2.88E-07,3.48E-07,1.72E-06,1.40E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC062017.1,3.25E-06,1.72E-06,4.53E-06,2.59E-07,6.68E-07,0,4.01E-06,0,0,0,4.41E-06,2.41E-06,0,0,0,1.19E-05,0,0,5.59E-07,0,8.27E-07,0,6.01E-07,0
AC062028.1,4.86E-08,0,1.04E-07,1.65E-07,0,0,1.97E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC062029.1,4.93E-07,1.35E-06,4.42E-07,2.83E-07,1.95E-07,8.57E-06,4.16E-07,6.39E-07,0,0,6.78E-06,4.57E-06,0,1.02E-05,0,0,0,0,1.01E-06,5.29E-06,0,0,0,0
AC062037.3,0,0,0,4.17E-07,9.28E-08,0,2.46E-07,0,9.77E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC063926.1,0,0,0,0,0,0,0,6.98E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AC063943.1,1.05E-07,1.21E-07,0,4.12E-08,0,0,0,2.95E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
